ID,POSITION,HEIGHT,WEIGHT,CAREER_STAGE,AGE,SPONSORSHIP_EARNINGS,SHOE_SPONSOR
3229,guard,185,200,mid-career,31,213,yes
3230,center,218,251,mid-career,35,60,no
3231,center,201,244,mid-career,25,1111,yes
3232,center,206,246,mid-career,29,314,no
3233,guard,190,207,mid-career,27,648,yes
3234,center,207,247,veteran,27,1065,no
3235,guard,178,193,rookie,21,1078,no
3236,guard,185,197,mid-career,29,178,yes
3237,guard,189,199,mid-career,27,385,yes
3238,forward,190,215,rookie,22,1179,no
3239,center,195,235,mid-career,28,481,no
3240,guard,189,199,mid-career,27,385,yes
3241,forward,197,221,rookie,22,1312,no
3242,forward,202,220,mid-career,31,542,no
3243,guard,189,199,mid-career,27,385,yes
3244,forward,198,221,rookie,22,1409,no
3245,center,201,244,mid-career,25,1111,yes
3246,guard,169,183,rookie,24,1034,yes
3247,center,195,235,mid-career,28,481,no
3248,forward,195,221,veteran,25,694,no
3249,forward,215,232,mid-career,30,434,no
3250,forward,215,232,mid-career,30,434,no
3251,forward,198,221,rookie,22,1409,no
3252,forward,192,218,veteran,29,561,yes
3253,forward,192,219,rookie,22,1359,no
3254,forward,192,219,rookie,22,1359,no
3255,forward,195,221,veteran,25,694,no
3256,guard,182,199,rookie,21,1678,yes
3257,guard,158,184,veteran,29,162,yes
3258,forward,198,223,veteran,29,362,yes
3259,forward,195,221,veteran,25,694,no
3260,forward,198,221,rookie,22,1409,no
3261,guard,192,200,mid-career,32,427,yes
3262,center,207,247,veteran,27,1065,no
3263,guard,192,200,mid-career,32,427,yes
3264,forward,192,219,rookie,22,1359,no
3265,forward,198,221,rookie,22,1409,no
3266,guard,166,188,rookie,21,1536,yes
3267,forward,195,221,veteran,25,694,no
3268,guard,190,207,mid-career,27,648,yes
3269,forward,198,223,veteran,29,362,yes
3270,guard,192,200,mid-career,32,427,yes
3271,center,201,244,mid-career,25,1111,yes
3272,center,207,247,veteran,27,1065,no
3273,forward,197,221,rookie,22,1312,no
3274,forward,195,221,veteran,25,694,no
3275,center,196,235,veteran,32,47,no
3276,forward,198,221,rookie,22,1409,no
3277,forward,184,213,mid-career,32,12,no
3278,guard,169,183,rookie,24,1034,yes
3279,forward,195,221,veteran,25,694,no
3280,forward,198,223,veteran,29,362,yes
3281,center,207,247,veteran,27,1065,no
3282,forward,184,213,mid-career,32,12,no
3283,forward,198,223,veteran,29,362,yes
3284,center,201,244,mid-career,25,1111,yes
3285,forward,190,215,rookie,22,1179,no
3286,center,218,251,mid-career,35,60,no
3287,center,201,244,mid-career,25,1111,yes
3288,center,196,235,veteran,32,47,no
3289,forward,202,220,mid-career,31,542,no
3290,forward,184,213,mid-career,32,12,no
3291,guard,166,188,rookie,21,1536,yes
3292,guard,185,197,mid-career,29,178,yes
3293,forward,202,220,mid-career,31,542,no
3294,forward,205,232,rookie,24,1416,no
3295,forward,190,215,rookie,22,1179,no
3296,forward,191,218,rookie,19,1855,no
3297,guard,178,193,rookie,21,1078,no
3298,forward,195,221,veteran,25,694,no
3299,forward,198,223,veteran,29,362,yes
3300,forward,192,218,veteran,29,561,yes
3301,guard,172,183,rookie,24,1383,yes
3302,forward,202,220,mid-career,31,542,no
3303,forward,191,218,rookie,19,1855,no
3304,guard,190,207,mid-career,27,648,yes
3305,guard,172,183,rookie,24,1383,yes
3306,forward,202,220,mid-career,31,542,no
3307,forward,202,220,mid-career,31,542,no
3308,guard,190,207,mid-career,27,648,yes
3309,forward,198,223,veteran,29,362,yes
3310,guard,172,183,rookie,24,1383,yes
3311,forward,192,219,rookie,22,1359,no
3312,guard,158,184,veteran,29,162,yes
3313,forward,197,221,rookie,22,1312,no
3314,guard,158,184,veteran,29,162,yes
3315,forward,198,221,rookie,22,1409,no
3316,center,206,246,mid-career,29,314,no
3317,forward,202,220,,31,542,no
3318,guard,192,200,mid-career,32,427,yes
3319,forward,190,215,rookie,22,1179,no
3320,forward,202,220,mid-career,31,542,no
3321,forward,191,218,rookie,19,1855,no
3322,center,201,244,mid-career,25,1111,yes
3323,forward,192,219,rookie,22,1359,no
3324,center,218,251,mid-career,35,60,no
3325,guard,192,200,mid-career,32,427,yes
3326,forward,215,232,mid-career,30,434,no
3327,forward,198,221,rookie,22,1409,no
3328,guard,190,207,mid-career,27,648,yes
3329,guard,182,199,rookie,21,1678,yes
3330,forward,197,221,rookie,22,1312,no
3331,guard,189,199,mid-career,27,385,yes
3332,center,207,247,veteran,27,1065,no
3333,guard,192,200,mid-career,32,427,yes
3334,center,207,247,veteran,27,1065,no
3335,guard,166,188,rookie,21,1536,yes
3336,forward,205,232,rookie,24,1416,no
3337,forward,202,220,mid-career,31,542,no
3338,forward,205,232,rookie,24,1416,no
3339,guard,172,183,rookie,24,1383,yes
3340,guard,158,184,veteran,29,162,yes
3341,guard,189,199,mid-career,27,385,yes
3342,guard,158,184,veteran,29,162,yes
3343,guard,178,193,rookie,21,1078,no
3344,guard,189,199,mid-career,27,385,yes
3345,guard,189,199,mid-career,27,385,yes
3346,forward,192,218,veteran,29,561,yes
3347,center,218,251,mid-career,35,60,no
3348,forward,198,221,rookie,22,1409,no
3349,forward,215,232,mid-career,30,434,no
3350,center,207,247,veteran,27,1065,no
3351,forward,192,218,veteran,29,561,yes
3352,forward,205,232,rookie,24,1416,no
3353,guard,190,207,mid-career,27,648,yes
3354,forward,191,218,rookie,19,1855,no
3355,forward,198,221,rookie,22,1409,no
3356,guard,182,199,rookie,21,1678,yes
3357,forward,202,220,mid-career,31,542,no
3358,forward,198,221,rookie,22,1409,no
3359,center,206,246,mid-career,29,314,no
3360,forward,190,215,rookie,22,1179,no
3361,center,218,251,mid-career,35,60,no
3362,guard,182,199,rookie,21,1678,yes
3363,center,196,235,veteran,32,47,no
3364,forward,184,213,mid-career,32,12,no
3365,guard,182,199,rookie,21,1678,yes
3366,guard,158,184,veteran,29,162,yes
3367,guard,185,197,mid-career,29,178,yes
3368,guard,158,184,veteran,29,162,yes
3369,forward,198,221,rookie,22,1409,no
3370,forward,190,215,rookie,22,1179,no
3371,guard,178,193,rookie,21,1078,no
3372,guard,172,183,rookie,24,1383,yes
3373,center,195,235,mid-career,28,481,no
3374,forward,198,223,veteran,29,362,yes
3375,guard,185,207,rookie,23,1497,yes
3376,forward,192,218,veteran,29,561,yes
3377,forward,190,215,rookie,22,1179,no
3378,forward,198,223,veteran,29,362,yes
3379,guard,182,199,rookie,21,1678,yes
3380,guard,172,183,rookie,24,1383,yes
3381,guard,182,199,rookie,21,1678,yes
3382,guard,185,200,mid-career,31,213,yes
3383,forward,190,215,rookie,22,1179,no
3384,center,206,246,mid-career,29,314,no
3385,forward,192,218,veteran,29,561,yes
3386,guard,172,183,rookie,24,1383,yes
3387,center,195,235,mid-career,28,481,no
3388,guard,178,193,rookie,21,1078,no
3389,forward,197,221,rookie,22,1312,no
3390,guard,178,193,rookie,21,1078,no
3391,guard,158,184,veteran,29,162,yes
3392,forward,198,223,veteran,29,362,yes
3393,guard,192,200,mid-career,32,427,yes
3394,forward,202,220,mid-career,31,542,no
3395,guard,182,199,rookie,21,1678,yes
3396,forward,191,218,rookie,19,1855,no
3397,guard,169,183,rookie,24,1034,yes
3398,forward,192,219,rookie,22,1359,no
3399,center,206,246,mid-career,29,314,no
3400,guard,192,200,mid-career,32,427,yes
3401,guard,185,197,mid-career,29,178,yes
3402,center,195,235,mid-career,28,481,no
3403,forward,195,221,veteran,25,694,no
3404,center,195,235,mid-career,28,481,no
3405,forward,198,221,rookie,22,1409,no
3406,center,195,235,mid-career,28,481,no
3407,center,206,246,mid-career,29,314,no
3408,forward,191,218,rookie,19,1855,no
3409,forward,198,223,veteran,29,362,yes
3410,forward,198,223,veteran,29,362,yes
3411,center,201,244,mid-career,25,1111,yes
3412,forward,184,213,mid-career,32,12,no
3413,guard,182,199,rookie,21,1678,yes
3414,forward,205,232,rookie,24,1416,no
3415,guard,166,188,rookie,21,1536,yes
3416,guard,185,197,mid-career,29,178,yes
3417,forward,215,232,mid-career,30,434,no
3418,forward,198,221,rookie,22,1409,no
3419,guard,158,184,veteran,29,162,yes
3420,guard,182,199,rookie,21,1678,yes
3421,,182,199,rookie,21,1678,yes
3422,guard,185,200,mid-career,31,213,yes
3423,guard,189,199,mid-career,27,385,yes
3424,center,218,251,mid-career,35,60,no
3425,guard,185,197,mid-career,29,178,yes
3426,guard,190,207,mid-career,27,648,yes
3427,forward,197,221,rookie,22,1312,no
3428,guard,158,184,veteran,29,162,yes
3429,forward,192,219,rookie,22,1359,no
3430,center,201,244,mid-career,25,1111,yes
3431,forward,192,219,rookie,22,1359,no
3432,guard,169,183,rookie,24,1034,yes
3433,,189,199,mid-career,27,385,yes
3434,guard,189,199,mid-career,27,385,yes
3435,guard,185,200,mid-career,31,213,yes
3436,forward,191,218,rookie,19,1855,no
3437,forward,190,215,rookie,22,1179,no
3438,center,201,244,mid-career,25,1111,yes
3439,guard,190,207,mid-career,27,648,yes
3440,forward,205,232,rookie,24,1416,no
3441,forward,202,220,mid-career,31,542,no
3442,forward,192,219,rookie,22,1359,no
3443,guard,185,207,rookie,23,1497,yes
3444,center,196,235,veteran,32,47,no
3445,guard,182,199,rookie,21,1678,yes
3446,center,218,251,mid-career,35,60,no
3447,forward,184,213,mid-career,32,12,no
3448,guard,172,183,rookie,24,1383,yes
3449,forward,202,220,mid-career,31,542,no
3450,forward,215,232,mid-career,30,434,no
3451,forward,198,221,rookie,22,1409,no
3452,center,218,251,mid-career,35,60,no
3453,center,206,246,mid-career,29,314,no
3454,forward,205,232,rookie,24,1416,no
3455,guard,185,197,mid-career,29,178,yes
3456,guard,158,184,veteran,29,162,yes
3457,guard,182,199,rookie,21,1678,yes
3458,guard,190,207,mid-career,27,648,yes
3459,forward,190,215,rookie,22,1179,no
3460,guard,189,199,mid-career,27,385,yes
3461,guard,185,200,mid-career,31,213,yes
3462,guard,182,199,rookie,21,1678,yes
3463,center,196,235,veteran,32,47,no
3464,guard,169,183,rookie,24,1034,yes
3465,forward,198,221,rookie,22,1409,no
3466,forward,191,218,rookie,19,1855,no
3467,guard,185,200,mid-career,31,213,yes
3468,guard,190,207,mid-career,27,648,yes
3469,forward,184,213,mid-career,32,12,no
3470,guard,192,200,mid-career,32,427,yes
3471,center,201,244,mid-career,25,1111,yes
3472,guard,192,200,mid-career,32,427,yes
3473,forward,202,220,mid-career,31,542,no
3474,guard,185,207,rookie,23,1497,yes
3475,center,195,235,mid-career,28,481,no
3476,guard,169,183,rookie,24,1034,yes
3477,guard,158,184,veteran,29,162,yes
3478,guard,178,193,rookie,21,1078,no
3479,forward,202,220,mid-career,31,542,no
3480,forward,197,221,rookie,22,1312,no
3481,forward,191,218,rookie,19,1855,no
3482,center,201,244,mid-career,25,1111,yes
3483,forward,190,215,rookie,22,1179,no
3484,forward,195,221,veteran,25,694,no
3485,guard,158,184,veteran,29,162,yes
3486,guard,185,207,rookie,23,1497,yes
3487,guard,189,199,mid-career,27,385,yes
3488,guard,185,197,mid-career,29,178,yes
3489,guard,190,207,mid-career,27,648,yes
3490,forward,202,220,mid-career,31,542,no
3491,guard,172,183,rookie,24,1383,yes
3492,center,201,244,mid-career,25,1111,yes
3493,forward,202,220,mid-career,31,542,no
3494,center,201,244,mid-career,25,1111,yes
3495,guard,182,199,rookie,21,1678,yes
3496,guard,169,183,rookie,24,1034,yes
3497,guard,182,199,rookie,21,1678,yes
3498,guard,169,183,rookie,24,1034,yes
3499,forward,195,221,veteran,25,694,no
3500,forward,190,215,rookie,22,1179,no
3501,guard,185,207,rookie,23,1497,yes
3502,center,206,246,mid-career,29,314,no
3503,forward,184,213,mid-career,32,12,no
3504,forward,184,213,,32,12,no
3505,center,206,246,mid-career,29,314,no
3506,guard,185,200,,31,213,yes
3507,forward,184,213,mid-career,32,12,no
3508,forward,198,221,rookie,22,1409,no
3509,center,207,247,veteran,27,1065,no
3510,guard,172,183,rookie,24,1383,yes
3511,guard,190,207,mid-career,27,648,yes
3512,center,218,251,mid-career,35,60,no
3513,center,207,247,veteran,27,1065,no
3514,forward,202,220,mid-career,31,542,no
3515,guard,185,197,mid-career,29,178,yes
3516,guard,192,200,mid-career,32,427,yes
3517,center,196,235,veteran,32,47,no
3518,guard,190,207,mid-career,27,648,yes
3519,guard,185,197,mid-career,29,178,yes
3520,center,195,235,mid-career,28,481,no
3521,forward,190,215,rookie,22,1179,no
3522,guard,178,193,rookie,21,1078,no
3523,guard,185,207,rookie,23,1497,yes
3524,guard,172,183,rookie,24,1383,yes
3525,forward,184,213,mid-career,32,12,no
3526,center,206,246,mid-career,29,314,no
3527,forward,198,223,veteran,29,362,yes
3528,center,207,247,veteran,27,1065,no
3529,forward,192,218,veteran,29,561,yes
3530,guard,178,193,rookie,21,1078,no
3531,forward,197,221,rookie,22,1312,no
3532,forward,184,213,mid-career,32,12,no
3533,center,195,235,mid-career,28,481,no
3534,forward,190,215,rookie,22,1179,no
3535,center,207,247,veteran,27,1065,no
3536,center,201,244,mid-career,25,1111,yes
3537,forward,195,221,veteran,25,694,no
3538,guard,185,207,rookie,23,1497,yes
3539,guard,185,197,mid-career,29,178,yes
3540,guard,185,200,mid-career,31,213,yes
3541,forward,198,223,veteran,29,362,yes
3542,guard,185,197,mid-career,29,178,yes
3543,guard,182,199,rookie,21,1678,yes
3544,forward,205,232,rookie,24,1416,no
3545,forward,191,218,rookie,19,1855,no
3546,forward,215,232,mid-career,30,434,no
3547,guard,182,199,rookie,21,1678,yes
3548,forward,192,218,veteran,29,561,yes
3549,guard,185,207,rookie,23,1497,yes
3550,forward,198,223,veteran,29,362,yes
3551,forward,197,221,rookie,22,1312,no
3552,forward,192,218,veteran,29,561,yes
3553,forward,192,219,rookie,22,1359,no
3554,guard,182,199,rookie,21,1678,yes
3555,forward,197,221,rookie,22,1312,no
3556,forward,205,232,rookie,24,1416,no
3557,center,218,251,mid-career,35,60,no
3558,center,206,246,mid-career,29,314,no
3559,guard,185,200,mid-career,31,213,yes
3560,forward,205,232,rookie,24,1416,no
3561,forward,202,220,mid-career,31,542,no
3562,guard,169,183,rookie,24,1034,yes
3563,forward,195,221,veteran,25,694,no
3564,center,196,235,veteran,32,47,no
3565,center,196,235,veteran,32,47,no
3566,center,218,251,mid-career,35,60,no
3567,guard,189,199,mid-career,27,385,yes
3568,forward,215,232,mid-career,30,434,no
3569,guard,172,183,rookie,24,1383,yes
3570,guard,189,199,mid-career,27,385,yes
3571,guard,192,200,mid-career,32,427,yes
3572,forward,192,219,rookie,22,1359,no
3573,forward,184,213,mid-career,32,12,no
3574,forward,205,232,rookie,24,1416,no
3575,forward,191,218,,19,1855,no
3576,forward,191,218,rookie,19,1855,no
3577,forward,184,213,mid-career,32,12,no
3578,guard,185,207,rookie,23,1497,yes
3579,guard,158,184,veteran,29,162,yes
3580,guard,169,183,rookie,24,1034,yes
3581,guard,169,183,rookie,24,1034,yes
3582,guard,185,200,mid-career,31,213,yes
3583,center,218,251,,35,60,no
3584,forward,202,220,mid-career,31,542,no
3585,guard,185,200,mid-career,31,213,yes
3586,guard,192,200,mid-career,32,427,yes
3587,center,206,246,mid-career,29,314,no
3588,forward,215,232,,30,434,no
3589,center,195,235,mid-career,28,481,no
3590,forward,190,215,rookie,22,1179,no
3591,guard,166,188,rookie,21,1536,yes
3592,guard,178,193,rookie,21,1078,no
3593,center,195,235,mid-career,28,481,no
3594,forward,198,223,veteran,29,362,yes
3595,forward,191,218,rookie,19,1855,no
3596,forward,192,219,rookie,22,1359,no
3597,guard,185,197,mid-career,29,178,yes
3598,center,207,247,veteran,27,1065,no
3599,forward,192,219,rookie,22,1359,no
3600,guard,192,200,mid-career,32,427,yes
3601,forward,205,232,rookie,24,1416,no
3602,guard,178,193,rookie,21,1078,no
3603,forward,184,213,mid-career,32,12,no
3604,forward,197,221,rookie,22,1312,no
3605,forward,191,218,rookie,19,1855,no
3606,forward,198,223,veteran,29,362,yes
3607,guard,166,188,rookie,21,1536,yes
3608,forward,202,220,mid-career,31,542,no
3609,forward,184,213,mid-career,32,12,no
3610,guard,182,199,rookie,21,1678,yes
3611,forward,195,221,veteran,25,694,no
3612,forward,202,220,mid-career,31,542,no
3613,forward,205,232,rookie,24,1416,no
3614,guard,166,188,rookie,21,1536,yes
3615,guard,169,183,rookie,24,1034,yes
3616,forward,192,219,rookie,22,1359,no
3617,forward,198,221,rookie,22,1409,no
3618,guard,185,200,mid-career,31,213,yes
3619,guard,172,183,rookie,24,1383,yes
3620,guard,192,200,mid-career,32,427,yes
3621,guard,158,184,veteran,29,162,yes
3622,forward,190,215,rookie,22,1179,no
3623,forward,195,221,veteran,25,694,no
3624,forward,192,219,rookie,22,1359,no
3625,center,207,247,veteran,27,1065,no
3626,guard,169,183,rookie,24,1034,yes
3627,forward,197,221,rookie,22,1312,no
3628,guard,178,193,rookie,21,1078,no
3629,forward,198,223,veteran,29,362,yes
3630,forward,215,232,mid-career,30,434,no
3631,forward,191,218,rookie,19,1855,no
3632,forward,190,215,rookie,22,1179,no
3633,guard,192,200,mid-career,32,427,yes
3634,forward,192,219,rookie,22,1359,no
3635,guard,178,193,rookie,21,1078,no
3636,center,201,244,mid-career,25,1111,yes
3637,guard,178,193,rookie,21,1078,no
3638,center,218,251,mid-career,35,60,no
3639,center,201,244,mid-career,25,1111,yes
3640,guard,190,207,mid-career,27,648,yes
3641,center,195,235,mid-career,28,481,no
3642,forward,198,221,rookie,22,1409,no
3643,forward,198,221,rookie,22,1409,no
3644,center,195,235,mid-career,28,481,no
3645,guard,158,184,veteran,29,162,yes
3646,guard,169,183,rookie,24,1034,yes
3647,center,195,235,mid-career,28,481,no
3648,forward,184,213,mid-career,32,12,no
3649,guard,178,193,rookie,21,1078,no
3650,guard,172,183,rookie,24,1383,yes
3651,guard,185,207,rookie,23,1497,yes
3652,center,201,244,mid-career,25,1111,yes
3653,forward,191,218,rookie,19,1855,no
3654,guard,166,188,rookie,21,1536,yes
3655,forward,202,220,mid-career,31,542,no
3656,forward,192,219,rookie,22,1359,no
3657,center,195,235,mid-career,28,481,no
3658,forward,215,232,mid-career,30,434,no
3659,guard,172,183,rookie,24,1383,yes
3660,forward,192,219,rookie,22,1359,no
3661,center,201,244,mid-career,25,1111,yes
3662,forward,190,215,rookie,22,1179,no
3663,guard,158,184,veteran,29,162,yes
3664,forward,190,215,rookie,22,1179,no
3665,forward,192,218,veteran,29,561,yes
3666,guard,190,207,mid-career,27,648,yes
3667,guard,192,200,mid-career,32,427,yes
3668,guard,158,184,veteran,29,162,yes
3669,center,196,235,veteran,32,47,no
3670,forward,198,221,rookie,22,1409,no
3671,center,196,235,veteran,32,47,no
3672,guard,185,197,mid-career,29,178,yes
3673,center,206,246,mid-career,29,314,no
3674,guard,185,200,mid-career,31,213,yes
3675,forward,198,221,rookie,22,1409,no
3676,forward,184,213,mid-career,32,12,no
3677,guard,172,183,rookie,24,1383,yes
3678,forward,192,218,veteran,29,561,yes
3679,guard,158,184,veteran,29,162,yes
3680,guard,166,188,rookie,21,1536,yes
